24fffcaf-134a-4a99-9756-f9261b74ed6a,6000.0,2513.0,1265.0,2535.0,1287.0,388.0,1298.0,1316.0,1313.0,1336.0,1337.0,1369.0,1365.0,1378.0,1399.0,1428.0,1446.0,1458.0,1484.0,1496.0
d42271d5-7367-4ffb-95a5-4d1cb2b0dc59,4770.0,1264.0,2533.0,1276.0,374.0,1292.0,1303.0,1306.0,1335.0,1325.0,1352.0,1357.0,1377.0,1375.0,1408.0,1409.0,1437.0,1466.0,1481.0,1488.0
6f15d700-facb-45be-aaba-bbd1fb359833,2500.0,1260.0,335.0,347.0,370.0,1289.0,1304.0,1308.0,1324.0,1336.0,1345.0,1358.0,1372.0,1389.0,1387.0,1426.0,1441.0,1465.0,1485.0,1488.0
8b105e0d-9c93-499f-b67f-2f2a26407871,1250.0,319.0,322.0,351.0,362.0,378.0,396.0,426.0,436.0,449.0,349.0,366.0,373.0,396.0,421.0,422.0,440.0,461.0,473.0,351.0
722ba2cc-8354-4029-adf5-9b901b4afb5c,930.0,314.0,322.0,342.0,366.0,386.0,411.0,429.0,444.0,338.0,342.0,372.0,375.0,404.0,403.0,422.0,443.0,466.0,327.0,354.0
327b7d84-2646-4818-a1ee-a45a2e7d716c,750.0,306.0,332.0,350.0,362.0,393.0,408.0,432.0,446.0,336.0,349.0,357.0,388.0,397.0,420.0,425.0,446.0,449.0,341.0,342.0
2de3966f-0109-4c7b-b4a1-fd1dde8b3bb4,650.0,303.0,337.0,342.0,361.0,390.0,404.0,422.0,332.0,327.0,356.0,362.0,390.0,397.0,417.0,434.0,429.0,324.0,323.0,359.0
409c8972-a5fa-4233-8b47-7d3d4e4ba961,540.0,317.0,337.0,346.0,357.0,384.0,398.0,313.0,315.0,334.0,354.0,363.0,392.0,395.0,417.0,324.0,307.0,321.0,334.0,351.0
6bcbb8b0-002d-43b4-ae73-e270e1318efd,500.0,304.0,336.0,355.0,358.0,377.0,413.0,313.0,311.0,301.0,342.0,358.0,389.0,309.0,310.0,318.0,304.0,313.0,341.0,353.0
3a100534-7b8b-4536-9e35-73b4ae6b2a59,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
dc3506ad-c068-4aaa-b00f-145d816adefb,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
54061b39-6e18-45d1-93f4-13adb3ea1986,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0
b4f89140-1764-4d50-889e-95aae2ed8403,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
fd0b1082-2d68-43c6-849e-6ef7f092c09d,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
af413332-8015-480c-9bc5-132de70f9e1d,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
e7659286-f17e-4d25-ae1b-7bf7bfe55ab5,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
ec841a13-dd12-4248-8d11-11345d4cce01,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0
62ac6e40-3734-4c74-bb74-def009626725,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0
a95a3cdb-33ba-4e42-a9f4-65e79509bfc6,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
ccebcd2f-3eb2-410c-a443-cf8e1fb4fc78,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
